ID,concoct_name,Label
concoct_id_43,取栀子，或碾碎，照清炒法（通则0213）用中火炒至表面焦褐色或焦黑色，果皮内表面和种子表面为黄棕色或棕褐色，取出，放凉。,concoct
concoct_id_44,取毛壳麝香，除去囊壳，取出麝香仁，除去杂质，用时研碎。,concoct
concoct_id_45,取毛山药或光山药除去杂质，分开大小个，泡润至透，切厚片，干燥。,concoct
concoct_id_46,取毛山药片或光山药片，照麸炒法（通则0213）炒至黄色。,concoct
concoct_id_47,取漂泡后的净龟版，置锅中水煎数次，煎至胶质尽，去滓。将多次煎出的胶液，过滤合并，加入少许明矾粉，静置，滤取澄清的胶液，用文火浓缩（或可加入适量黄酒，冰糖）至呈稠膏状，倾入凝胶槽内，使其冷凝后取出，切成小块，阴干。,concoct
concoct_id_48,取甘草片，照蜜炙法（通则0213）炒至黄色至深黄色，不粘手时取出，晾凉。,concoct
concoct_id_49,取生地黄，照蒸法（通则0213）蒸至黑润，取出，晒至约八成干时，切厚片或块，干燥，即得。,concoct
concoct_id_50,取生禹白附分开大小个，用凉水浸漂，每日换水2～3次，泡制数日后，如起粘沫，换水时加白矾少许，泡一日后再行换水，泡至口尝无麻辣感为度，取 出，与鲜姜片及白矾粉层层均匀铺入容器内，加水少许，腌约3～4星期，倒入锅内煮透，取出，拣去姜片，晾至六成干，闷润后切片，干燥。,concoct
concoct_id_51,取碾碎的栀子，置锅内用武火炒至黑褐色，但须存性，取出，放凉。,concoct
concoct_id_52,取羚羊角，砸碎，粉碎成细粉。,concoct
concoct_id_53,取荆芥段，照炒炭法（通则0213）炒至表面焦黑色，内部焦黄色，喷淋清水少许，熄灭火星，取出，晾干。,concoct
concoct_id_54,取香附片（粒），照醋炙法（通则0213）炒干。,concoct
concoct_id_55,取麸皮撒匀于热锅内，俟起烟，将神曲倒入，炒至黄色，取出，筛去麸皮，放凉，或不加麸皮，炒至黄色亦可。,concoct
concoct_id_56,取麸皮撤于热锅内，侯色黄冒烟时，加入枳壳片，炒至淡黄色，取出，筛去麸皮，放凉。,concoct
concoct_id_57,取黄芩片，照酒炙法炒干,concoct
concoct_id_58,取黄芪片，照蜜炙法（通则0213）炒至不粘手。,concoct
concoct_id_59,取黑大豆用清水浸泡，待其发芽后，搓下种皮，晒干。,concoct
concoct_id_60,喷水，稍润，切丝，干燥。,concoct
concoct_id_61,夏至前后，成熟果实采收后，取瘪瘦轻浮与未脱净皮的麦粒，筛去灰屑，用水漂洗，晒干。,concoct
concoct_id_62,将五灵脂粉碎成细粉，蒲黄，蒲黄炭混匀，过筛,concoct
concoct_id_63,将刺猬皮剪去毛，剁成小块，洗净，晒干，另取滑石粉置锅内炒热，加入刺猬皮，炒烫至呈焦黄色时，取出，筛去滑石粉即得,concoct
concoct_id_64,将原药除去杂质及灰屑，喷潮，略润，切长段，快洗，干燥，筛去灰屑。,concoct
concoct_id_65,将原药除去杂质，敲成小于1cm小块，筛去灰屑。,concoct
concoct_id_66,将原药除去杂质，洗净，干燥，敲成小于1cm块，50目筛筛去灰屑。,concoct
concoct_id_67,将原药除去杂质，洗净，打丝，或润透，切厚片，干燥，筛去灰屑。,concoct
concoct_id_68,将原药除去杂质，洗净，浸润。切斜片，干燥，筛去灰屑。,concoct
concoct_id_69,将原药除去残根等杂质，切长段，筛去灰屑,concoct
concoct_id_70,将原药除去残留花生仁等杂质，筛去灰屑。,concoct
concoct_id_71,将原药除去泥砂等杂质，撕碎成薄片，筛去灰屑,concoct
concoct_id_72,将洗净的牡蛎，置无烟炉火上煅至灰白色，取出放凉，碾碎。,concoct
concoct_id_73,将蜜炙麸皮撒入热锅内，待冒烟时加入白术片，炒至黄棕色，逸出焦香气，取出，筛去蜜炙麸皮。,concoct
concoct_id_74,将软滑石，甘草分别粉碎成细粉，混匀，过筛。每1公斤甘草粉，配6公斤软滑石粉。,concoct
concoct_id_75,打碎，除去杂石，粉碎成粗粉。,concoct
concoct_id_76,拣净杂质，刮去粗皮，用时打碎，或刮去粗皮，用温开水浸润片刻，切片，晾干。,concoct
concoct_id_77,拣净杂质，去根，水洗润透，切段，晒干,concoct
concoct_id_78,拣净杂质，去毛，洗净，润透，切片晒干。,concoct
concoct_id_79,拣净杂质，洗净晒干，用时捣碎。,concoct
concoct_id_80,拣净杂质，洗净，润软切段，晒干,concoct
concoct_id_81,拣净杂质，用时捣碎研成细粉。,concoct
concoct_id_82,拣净杂质，用水浸泡，捞出，润透后抽去心，再洗净晒干。,concoct
concoct_id_83,拣净杂质，用水稍浸，捞出润透，切片晒干。,concoct
concoct_id_84,拣净杂质，粗细分档，用水浸泡，捞出，润透后切片，晒干,concoct
concoct_id_85,拣净杂质，置沸水中略煮，俟皮微皱起捞出，浸入凉水中，脱去种皮，晒干簸净。,concoct
concoct_id_86,拣净杂质，除去梗叶，筛去泥土。,concoct
concoct_id_87,拣净杂质，除去茎及种子，剪成小块。,concoct
concoct_id_88,拣去杂质，以水略浸泡后捞出，润透，切片，晒干。,concoct
concoct_id_89,拣去杂质，刷净，用时擘碎。,concoct
concoct_id_90,拣去杂质，去梗，喷润后切段，晒干。,concoct
concoct_id_91,拣去杂质，并除去黄色毛须。,concoct
concoct_id_92,拣去杂质，摘除橘蒂，用水喷润后撕开，晒干。,concoct
concoct_id_93,拣去杂质，摘除花柄及蒂。,concoct
concoct_id_94,拣去杂质，斫成小块。,concoct
concoct_id_95,拣去杂质，洗净泥土，闷润，切段晒干。,concoct
concoct_id_96,拣去杂质，洗净，捞出焖润，切段，晒干。,concoct
concoct_id_97,拣去杂质，洗净，润软，去芦，切段，晒干。,concoct
concoct_id_98,拣去杂质，洗净，用水泡至八成透，捞出，润至内外湿度均匀，切片或切成方块，晒干。,concoct
concoct_id_99,拣去杂质，洗净，用水浸泡，润透后，切段，晒干。,concoct
concoct_id_100,拣去杂质，洗净，稍浸泡，润透，切片，晒干。,concoct
concoct_id_101,拣去杂质，清水洗净，润透，切段，晒干,concoct
concoct_id_102,拣去杂质，清水稍浸。捞出，润逐后切厚片，晒。,concoct
concoct_id_103,拣去杂质，用水浸泡，润透后切片，晒干。,concoct
concoct_id_104,拣去杂质，筛净灰土,concoct
concoct_id_105,拣去杂质，除去残根及老茎，先将叶摘下另放，茎用水润透，切段，晒干，然后与叶和匀。,concoct
concoct_id_106,拣去杂质，除去残根，用水洗净，捞出，切段，晒干。,concoct
concoct_id_107,拣去杂质，除去残茎，洗净，稍闷润，切成小段晒干。,concoct
concoct_id_108,拣去碎壳及杂质，洗净，晒干，用时捣碎。,concoct
concoct_id_109,揉碎结块，过筛。,concoct
concoct_id_110,搓碎去筋，筛净泥土。,concoct
concoct_id_111,擘碎，用水洗净，浸泡，捞出，润透，待软切片，晒干。或浸泡后置蒸笼内蒸透，乘热切片。,concoct
concoct_id_112,放入罐内，加酒，盖紧将其闷死，或置沸水中烫死，晒干或烘干。,concoct
concoct_id_113,未切片者，打成小块，切片者润透，切丝，晾干。,concoct
concoct_id_114,未切片者，浸泡，洗净，润透，切薄片，干燥。,concoct
concoct_id_115,洗净晒干，碾碎。,concoct
concoct_id_116,洗净泥沙，除去残留根头，润透后切片晒干，筛去屑,concoct
concoct_id_117,洗净泥沙，除去残留根头，润透后切片晒干，筛去屑。,concoct
concoct_id_118,洗净，干燥。,concoct
concoct_id_119,洗净，干燥，碾碎。,concoct
concoct_id_120,洗净，微润，切段，干燥，除去碎屑。,concoct
concoct_id_121,洗净，敲成小块,concoct
concoct_id_122,洗净，晒干，切碎用,concoct
concoct_id_123,洗净，晒干，粉碎,concoct
concoct_id_124,洗净，润透，切薄片，干燥。,concoct
concoct_id_125,洗净，润透，切薄片，晒干。,concoct
concoct_id_126,洗净，砸成小块，干燥,concoct
concoct_id_127,洗净，砸碎,concoct
concoct_id_128,洗净，碾碎，干燥。,concoct
concoct_id_129,洗净，稍晾，切丝，晒干。,concoct
concoct_id_130,洗净，镑片或锉成粗粉。,concoct
concoct_id_131,润透，切薄片，干燥，或用时粉碎，捣碎。,concoct
concoct_id_132,淘洗后干燥，除去杂质。,concoct
concoct_id_133,炒,concoct
concoct_id_134,炙,concoct
concoct_id_135,炭法,concoct
concoct_id_136,炮制,concoct
concoct_id_137,焦,concoct
concoct_id_138,煅法,concoct
concoct_id_139,煎汤，9-30g，鲜品30-90g，或研末。,concoct
concoct_id_140,生,concoct
concoct_id_141,用时捣碎。,concoct
concoct_id_142,用水刷净，切块或打碎。,concoct
concoct_id_143,用水洗净，拣去杂质，摘除长柄，晒干,concoct
concoct_id_144,用水浸泡，镑片或劈碎，晾干。,concoct
concoct_id_145,用甘草水洗过，晒干，再用黄酒喷匀，置锅内微炒至黄色,concoct
concoct_id_146,略泡，润透，切厚片，干燥。,concoct
concoct_id_147,直接入药。,concoct
concoct_id_148,研为极细粉末用。,concoct
concoct_id_149,碾成细粉。,concoct
concoct_id_150,置清水中漂洗4-7日，经常换水，取出，刮去杂质，日晒夜露15日，每日上下翻动一次，以无臭为度，晒干,concoct
concoct_id_151,置蒸锅内，沸水蒸45分钟，取出，放入热水中，立即用硬刷除去皮肉，洗净，干燥。,concoct
concoct_id_152,置铜锅中，用微火加热熔化，捞去杂质，倾入水中，候凉后取出，干燥,concoct
concoct_id_153,采收干枝，剥去外皮，劈成小块，置土钵或铜锅中加水煎煮，收集煎液过滤，滤液浓缩至糖浆状，冷却，倒入特制的模型中，即成儿茶膏。,concoct
concoct_id_154,除去外壳和杂质。用时打碎。,concoct
concoct_id_155,除去木质茎，残根及杂质，切段。,concoct
concoct_id_156,除去杂志和残留果核,concoct
concoct_id_157,除去杂石，洗净泥土，干燥，即得。,concoct
concoct_id_158,除去杂石，洗净，砸成碎块，粉碎成细粉，或照水飞法（通则0213）水飞，晾干。,concoct
concoct_id_159,除去杂石，砸成碎块。,concoct
concoct_id_160,除去杂质。,concoct
concoct_id_161,除去杂质。未切片者，洗净，润透，切厚片，干燥，或打成碎块。,concoct
concoct_id_162,除去杂质。用时捣碎。,concoct
concoct_id_163,除去杂质及外壳。用时捣碎。,concoct
concoct_id_164,除去杂质及果皮。,concoct
concoct_id_165,除去杂质及残余木心，洗净，晒干或低温干燥。,concoct
concoct_id_166,除去杂质及残梗。,concoct
concoct_id_167,除去杂质及灰屑。,concoct
concoct_id_168,除去杂质及粗皮。用时捣碎。,concoct
concoct_id_169,除去杂质及老梗，或喷淋清水，切碎，干燥。,concoct
concoct_id_170,除去杂质及芦头，洗净，润透，切薄片，干燥。,concoct
concoct_id_171,除去杂质和残留果核。,concoct
concoct_id_172,除去杂质和残留的种皮。,concoct
concoct_id_173,除去杂质和残茎，洗净，润透，切厚片，干燥。,concoct
concoct_id_174,除去杂质和灰屑。,concoct
concoct_id_175,除去杂质和老梗，或喷淋清水，切碎，干燥。,concoct
concoct_id_176,除去杂质，切厚片。,concoct
concoct_id_177,除去杂质，切段。,concoct
concoct_id_178,除去杂质，切段或揉成小团。,concoct
concoct_id_179,除去杂质，剪块。,concoct
concoct_id_180,除去杂质，剪成小块。,concoct
concoct_id_181,除去杂质，劈成小块，碾成细粉或镑片。,concoct
concoct_id_182,除去杂质，喷淋水，润透，切丝，干燥。,concoct
concoct_id_183,除去杂质，喷淋清水，润透，切丝，干燥。,concoct
concoct_id_184,除去杂质，喷淋清水，稍润，切段，干燥。,concoct
concoct_id_185,除去杂质，或润透，切丝，干燥。,concoct
concoct_id_186,除去杂质，打成碎粒或研成细末。,concoct
concoct_id_187,除去杂质，打碎。,concoct
concoct_id_188,除去杂质，打碎或研细粉。,concoct
concoct_id_189,除去杂质，抢水洗，切段，干燥。,concoct
concoct_id_190,除去杂质，抢水洗，切碎，干燥。,concoct
concoct_id_191,除去杂质，捣碎或洗净，润透，切丝，干燥。,concoct
concoct_id_192,除去杂质，摘取叶片，喷淋清水，稍润，切丝，干燥。,concoct
concoct_id_193,除去杂质，敲成碎块。,concoct
concoct_id_194,除去杂质，未切片者，洗净，除去残茎，润透，切厚片，干燥。,concoct
concoct_id_195,除去杂质，水浸半日，洗净，取出分档，润透，切厚片，晒干。,concoct
concoct_id_196,除去杂质，洗净。用时切厚片。,concoct
concoct_id_197,除去杂质，洗净，切块或宽丝，干燥。,concoct
concoct_id_198,除去杂质，洗净，切段，干燥。,concoct
concoct_id_199,除去杂质，洗净，切段，晒干。,concoct
concoct_id_200,除去杂质，洗净，切碎，干燥。,concoct
concoct_id_201,除去杂质，洗净，去柄，干燥或打碎。,concoct
concoct_id_202,除去杂质，洗净，干燥,concoct
concoct_id_203,除去杂质，洗净，干燥。,concoct
concoct_id_204,除去杂质，洗净，干燥。用时打碎。,concoct
concoct_id_205,除去杂质，洗净，干燥。用时捣碎。,concoct
concoct_id_206,除去杂质，洗净，干燥，切厚片或用时捣碎。,concoct
concoct_id_207,除去杂质，洗净，干燥，砸成小块。,concoct
concoct_id_208,除去杂质，洗净，干燥，碾碎。,concoct
concoct_id_209,除去杂质，洗净，晒干。用时打碎,concoct
concoct_id_210,除去杂质，洗净，晒干。用时破开或去核。,concoct
concoct_id_211,除去杂质，洗净，润透，切丝或段，干燥。,concoct
concoct_id_212,除去杂质，洗净，润透，切厚片或块，晾干。,concoct
concoct_id_213,除去杂质，洗净，润透，切厚片或段，干燥。,concoct
concoct_id_214,除去杂质，洗净，润透，切厚片，干燥,concoct
concoct_id_215,除去杂质，洗净，润透，切厚片，干燥。,concoct
concoct_id_216,除去杂质，洗净，润透，切厚片，干燥，去毛屑。,concoct
concoct_id_217,除去杂质，洗净，润透，切厚片，晒干。,concoct
concoct_id_218,除去杂质，洗净，润透，切段，干燥。,concoct
concoct_id_219,除去杂质，洗净，润透，切片，干燥。,concoct
concoct_id_220,除去杂质，洗净，润透，切薄片，干燥。,concoct
concoct_id_221,除去杂质，洗净，润透，切薄片，干燥后筛去碎落的瓤核。,concoct
concoct_id_222,除去杂质，洗净，润透，切薄片，晒干。,concoct
concoct_id_223,除去杂质，洗净，润透，切薄片，晒干或低温干燥。,concoct
concoct_id_224,除去杂质，洗净，润透，轧扁，干燥。,concoct
concoct_id_225,除去杂质，洗净，润透，除去残留芦头，切段，干燥。,concoct
concoct_id_226,除去杂质，洗净，略泡，润透，切薄片，干燥。,concoct
concoct_id_227,除去杂质，洗净，略润，切厚片，干燥。,concoct
concoct_id_228,除去杂质，洗净，稍晾，切段，干燥。,concoct
concoct_id_229,除去杂质，洗净，稍润，切厚片或段，干燥。,concoct
concoct_id_230,除去杂质，洗净，稍润，切厚片，干燥。,concoct
concoct_id_231,除去杂质，洗净，稍润，切段，干燥。,concoct
concoct_id_232,除去杂质，洗净，闷润，切厚片或丝，晒干。,concoct
concoct_id_233,除去杂质，洗净，闷润，切厚片，干燥。,concoct
concoct_id_234,除去杂质，洗净，闷润，切段，干燥。,concoct
concoct_id_235,除去杂质，洗净，闷透，切厚片，干燥。,concoct
concoct_id_236,除去杂质，浸泡，洗净，润透，切厚片，干燥。,concoct
concoct_id_237,除去杂质，浸泡，润透，切厚片，晒干。,concoct
concoct_id_238,除去杂质，浸泡，润透，切薄片，干燥。,concoct
concoct_id_239,除去杂质，浸泡，润透，切薄片，阴干。,concoct
concoct_id_240,除去杂质，用水浸泡，泡透后捞出，切片，干燥。,concoct
concoct_id_241,除去杂质，略泡，洗净，润透，切厚片或块，干燥。,concoct
concoct_id_242,除去杂质，略泡，洗净，润透，切厚片，干燥。,concoct
concoct_id_243,除去杂质，略泡，洗净，蒸软，切厚片，干燥。,concoct
concoct_id_244,除去杂质，略泡，润透，切厚片，干燥。,concoct
concoct_id_245,除去杂质，略洗，切段，干燥。,concoct
concoct_id_246,除去杂质，略洗，润透，切厚片或短段，干燥。,concoct
concoct_id_247,除去杂质，略洗，润透，切段，干燥。,concoct
concoct_id_248,除去杂质，砸碎。,concoct
concoct_id_249,除去杂质，砸碎，过筛。,concoct
concoct_id_250,除去杂质，碾碎。,concoct
concoct_id_251,除去杂质，稍浸，洗净，润透，切厚片，干燥。,concoct
concoct_id_252,除去杂质，稍浸，润透，切厚片，干燥。,concoct
concoct_id_253,除去杂质，筛去泥沙即可。不能用水洗。,concoct
concoct_id_254,除去杂质，筛去灰屑。,concoct
concoct_id_255,除去杂质，筛去灰屑。用时捣碎。,concoct
concoct_id_256,除去杂质，粗皮，洗净，润透，切丝，干燥。,concoct
concoct_id_257,除去杂质，置沸水中煮10分钟，取出，闷透，切薄片，干燥，或蒸半小时，取出，切薄片，干燥（注意避免暴晒）。,concoct
concoct_id_258,除去杂质，蒸透，干燥。用时剪碎。,concoct
concoct_id_259,除去杂质，迅速洗净，切段，阴干。,concoct
concoct_id_260,除去杂质，迅速洗净，切薄片，干燥。,concoct
concoct_id_261,除去果壳及杂质。,concoct
concoct_id_262,除去果柄及种子（椒目）。置锅内炒至发响，油出，取出，放凉,concoct
concoct_id_263,除去枯废白木，劈成小块。用时捣碎或研成细粉。,concoct
concoct_id_264,除去枯茎及残根，喷淋清水，稍润，切段，干燥。,concoct
concoct_id_265,"除去根头部的黑色""油头""和杂质，洗净，润透，切厚片，晾干或低温干燥。",concoct
concoct_id_266,除去根茎，洗净，润透，切厚片，干燥。,concoct
concoct_id_267,除去梗，叶及杂质。,concoct
concoct_id_268,除去椒目，果柄等杂质。,concoct
concoct_id_269,除去残根及杂质，搓碎或切碎。绵茵陈筛去灰屑。,concoct
concoct_id_270,除去残根及杂质，洗净，稍润，切段，干燥。,concoct
concoct_id_271,除去残根和杂质，洗净，稍润，切段，干燥。,concoct
concoct_id_272,除去残留核壳。用时捣碎。,concoct
concoct_id_273,除去残留种子及外皮，切段。,concoct
concoct_id_274,除去残茎和杂质，略润，切段，干燥。,concoct
concoct_id_275,除去毛须及杂质，切厚片或碾碎。,concoct
concoct_id_276,除去泥沙杂质，干品切段。,concoct
concoct_id_277,除去硬梗及杂质。,concoct
concoct_id_278,除去绒毛，用水喷润，切丝，干燥。,concoct
concoct_id_279,除去鳞片及头足，切成小块。,concoct
concoct_id_280,除尽须根，洗净，清水浸泡2~4小时，取出润透，切片，晒干。捣碎用亦可。,concoct
concoct_id_281,鳖甲晒干，以沙炒后醋淬用。,concoct
