ID,symptom_name,Label
symptom_id_343,全身酸楚,symptom
symptom_id_344,全身酸痛,symptom
symptom_id_345,全身酸软,symptom
symptom_id_346,全身震颤,symptom
symptom_id_347,全身颤抖,symptom
symptom_id_348,全身麻木,symptom
symptom_id_349,关格不通,symptom
symptom_id_350,关节不利,symptom
symptom_id_351,关节不适,symptom
symptom_id_352,关节不遂,symptom
symptom_id_353,关节僵硬,symptom
symptom_id_354,关节冷痛,symptom
symptom_id_355,关节凉,symptom
symptom_id_356,关节变形,symptom
symptom_id_357,关节拘急,symptom
symptom_id_358,关节活动下降,symptom
symptom_id_359,关节活动受限,symptom
symptom_id_360,关节活动度下降,symptom
symptom_id_361,关节炎,symptom
symptom_id_362,关节疼,symptom
symptom_id_363,关节疼痛,symptom
symptom_id_364,关节痛,symptom
symptom_id_365,关节痛肿,symptom
symptom_id_366,关节痹痛,symptom
symptom_id_367,关节红,symptom
symptom_id_368,关节红肿,symptom
symptom_id_369,关节红肿热痛,symptom
symptom_id_370,关节肿,symptom
symptom_id_371,关节肿痛,symptom
symptom_id_372,关节肿胀,symptom
symptom_id_373,关节胀,symptom
symptom_id_374,关节腰痛,symptom
symptom_id_375,关节酸,symptom
symptom_id_376,关节酸楚,symptom
symptom_id_377,关节酸痛,symptom
symptom_id_378,关节麻木,symptom
symptom_id_379,兼补,symptom
symptom_id_380,内伤瘀痛,symptom
symptom_id_381,内热,symptom
symptom_id_382,内热大减,symptom
symptom_id_383,内热消渴,symptom
symptom_id_384,农药中毒,symptom
symptom_id_385,冠心病,symptom
symptom_id_386,冠状动脉供血不足,symptom
symptom_id_387,冰冷,symptom
symptom_id_388,冷感加重,symptom
symptom_id_389,冷汗,symptom
symptom_id_390,冷汗淋漓,symptom
symptom_id_391,冷热交替,symptom
symptom_id_392,冷痛,symptom
symptom_id_393,冷痢,symptom
symptom_id_394,冷饮,symptom
symptom_id_395,冻疮,symptom
symptom_id_396,凉水刺激,symptom
symptom_id_397,出冷汗,symptom
symptom_id_398,出汗,symptom
symptom_id_399,出汗多,symptom
symptom_id_400,出汗百合病,symptom
symptom_id_401,出血,symptom
symptom_id_402,出血性瘀斑,symptom
symptom_id_403,出血热,symptom
symptom_id_404,出血量多,symptom
symptom_id_405,刀伤,symptom
symptom_id_406,刀伤出血,symptom
symptom_id_407,刀口炎症,symptom
symptom_id_408,分娩,symptom
symptom_id_409,创伤,symptom
symptom_id_410,创伤出血,symptom
symptom_id_411,初产流血多,symptom
symptom_id_412,制酸止痛,symptom
symptom_id_413,前列腺不适,symptom
symptom_id_414,前列腺增大,symptom
symptom_id_415,前列腺炎,symptom
symptom_id_416,前列腺肥大,symptom
symptom_id_417,剑突下压痛,symptom
symptom_id_418,功能性子宫出血,symptom
symptom_id_419,动则气喘,symptom
symptom_id_420,动脉硬化,symptom
symptom_id_421,劳伤,symptom
symptom_id_422,劳伤吐血,symptom
symptom_id_423,劳伤虚损,symptom
symptom_id_424,劳倦伤脾,symptom
symptom_id_425,劳嗽,symptom
symptom_id_426,劳损扭伤,symptom
symptom_id_427,劳热,symptom
symptom_id_428,劳热骨蒸,symptom
symptom_id_429,劳累,symptom
symptom_id_430,勃起不坚,symptom
symptom_id_431,包块,symptom
symptom_id_432,包块缩小,symptom
symptom_id_433,化脓性扁桃体炎,symptom
symptom_id_434,十二指肠溃疡,symptom
symptom_id_435,十二指肠溃疡出血,symptom
symptom_id_436,十二指肠球部溃疡,symptom
symptom_id_437,午后潮热,symptom
symptom_id_438,半身不适,symptom
symptom_id_439,半身不遂,symptom
symptom_id_440,半身麻木,symptom
symptom_id_441,半身麻木症,symptom
symptom_id_442,半身麻痹,symptom
symptom_id_443,卧床不起,symptom
symptom_id_444,卧起不安,symptom
symptom_id_445,卧起烦躁,symptom
symptom_id_446,卵巢囊肿,symptom
symptom_id_447,历节风痛,symptom
symptom_id_448,压力大,symptom
symptom_id_449,压痛,symptom
symptom_id_450,压痛明显,symptom
symptom_id_451,厌恶风,symptom
symptom_id_452,厌油腻,symptom
symptom_id_453,厌食,symptom
symptom_id_454,原发性坐骨神经痛,symptom
symptom_id_455,原发性痛经,symptom
symptom_id_456,原发性风湿性坐骨神经痛,symptom
symptom_id_457,厥回汗收,symptom
symptom_id_458,厥回肢暖,symptom
symptom_id_459,厥逆,symptom
symptom_id_460,厥阴头痛,symptom
symptom_id_461,及虚阳浮越,symptom
symptom_id_462,双下肢凹陷性浮肿,symptom
symptom_id_463,双下肢沉重,symptom
symptom_id_464,双下肢浮肿,symptom
symptom_id_465,双目无神,symptom
symptom_id_466,双目直视,symptom
symptom_id_467,双眼紧闭,symptom
symptom_id_468,双肺底湿啰音,symptom
symptom_id_469,反应迟钝,symptom
symptom_id_470,反胃,symptom
symptom_id_471,反胃不舒,symptom
symptom_id_472,反胃吐食,symptom
symptom_id_473,反酸,symptom
symptom_id_474,发冷,symptom
symptom_id_475,发喘,symptom
symptom_id_476,发斑发疹,symptom
symptom_id_477,发枯,symptom
symptom_id_478,发炎,symptom
symptom_id_479,发烧,symptom
symptom_id_480,发热,symptom
symptom_id_481,发热倦怠,symptom
symptom_id_482,发热恶寒,symptom
symptom_id_483,发热恶热,symptom
symptom_id_484,发热恶风,symptom
symptom_id_485,发热汗少,symptom
symptom_id_486,发热烦渴,symptom
symptom_id_487,发热症,symptom
symptom_id_488,发疹,symptom
symptom_id_489,发绀,symptom
symptom_id_490,发育迟缓,symptom
symptom_id_491,发背,symptom
symptom_id_492,发须早白,symptom
symptom_id_493,发颐,symptom
symptom_id_494,发黄,symptom
symptom_id_495,受凉,symptom
symptom_id_496,受凉诱发咳嗽,symptom
symptom_id_497,受寒,symptom
symptom_id_498,受寒发热,symptom
symptom_id_499,受惊,symptom
symptom_id_500,变形性膝关节炎,symptom
symptom_id_501,口,symptom
symptom_id_502,口㖞,symptom
symptom_id_503,口不渴,symptom
symptom_id_504,口不苦,symptom
symptom_id_505,口中无味,symptom
symptom_id_506,口中甜腻,symptom
symptom_id_507,口吐涎沫,symptom
symptom_id_508,口吐清水,symptom
symptom_id_509,口吐白沫,symptom
symptom_id_510,口向左歪,symptom
symptom_id_511,口周和唇周痘痘,symptom
symptom_id_512,口咸,symptom
symptom_id_513,口咽干燥,symptom
symptom_id_514,口咽肿痛,symptom
symptom_id_515,口唇发紫,symptom
symptom_id_516,口唇干,symptom
symptom_id_517,口唇干燥,symptom
symptom_id_518,口唇干裂,symptom
symptom_id_519,口唇略青,symptom
symptom_id_520,口唇疱疹,symptom
symptom_id_521,口唇糜烂,symptom
symptom_id_522,口唇肿,symptom
symptom_id_523,口唇麻木,symptom
symptom_id_524,口噤,symptom
symptom_id_525,口噤不语,symptom
symptom_id_526,口多唾涎,symptom
symptom_id_527,口干,symptom
symptom_id_528,口干不欲饮,symptom
symptom_id_529,口干不饮,symptom
symptom_id_530,口干咯血,symptom
symptom_id_531,口干咽燥,symptom
symptom_id_532,口干唇燥,symptom
symptom_id_533,口干少涎,symptom
symptom_id_534,口干无渴,symptom
symptom_id_535,口干欲饮,symptom
symptom_id_536,口干烦渴,symptom
symptom_id_537,口干燥渴,symptom
symptom_id_538,口干舌燥,symptom
symptom_id_539,口干食少,symptom
symptom_id_540,口气腥,symptom
symptom_id_541,口气重,symptom
symptom_id_542,口水多,symptom
symptom_id_543,口泛清水,symptom
symptom_id_544,口流涎沫,symptom
symptom_id_545,口流白沫,symptom
symptom_id_546,口流血唾,symptom
symptom_id_547,口涩,symptom
symptom_id_548,口淡,symptom
symptom_id_549,口淡无味,symptom
symptom_id_550,口清,symptom
symptom_id_551,口渴,symptom
symptom_id_552,口渴咽干,symptom
symptom_id_553,口渴喜饮,symptom
symptom_id_554,口燥,symptom
symptom_id_555,口燥咽干,symptom
symptom_id_556,口燥齿浮,symptom
symptom_id_557,口甜,symptom
symptom_id_558,口疮,symptom
symptom_id_559,口疳,symptom
symptom_id_560,口痛,symptom
symptom_id_561,口痢,symptom
symptom_id_562,口眼㖞斜,symptom
symptom_id_563,口眼微斜,symptom
symptom_id_564,口眼歪斜,symptom
symptom_id_565,口眼闭合不全,symptom
symptom_id_566,口粘,symptom
symptom_id_567,口糜烂,symptom
symptom_id_568,口纹青,symptom
symptom_id_569,口腔上火,symptom
symptom_id_570,口腔异味,symptom
symptom_id_571,口腔溃疡,symptom
symptom_id_572,口腔炎,symptom
symptom_id_573,口腻,symptom
symptom_id_574,口腻甜,symptom
symptom_id_575,口膩,symptom
symptom_id_576,口臭,symptom
symptom_id_577,口舌生疮,symptom
symptom_id_578,口舌糜烂,symptom
symptom_id_579,口舌麻木,symptom
symptom_id_580,口苦,symptom
symptom_id_581,口苦减轻,symptom
symptom_id_582,口苦咽干,symptom
symptom_id_583,口角歪,symptom
symptom_id_584,口角糜烂退,symptom
symptom_id_585,口酸,symptom
symptom_id_586,口难张,symptom
symptom_id_587,口黏,symptom
symptom_id_588,口鼻作衄,symptom
symptom_id_589,口鼻干燥,symptom
symptom_id_590,口鼻黑气,symptom
symptom_id_591,叩诊呈浊音,symptom
symptom_id_592,可语,symptom
symptom_id_593,右上胸酸痛,symptom
symptom_id_594,右上腹压痛,symptom
symptom_id_595,右下肋隐痛,symptom
symptom_id_596,右下肢关节活动度下降,symptom
symptom_id_597,右下肢屈而不伸,symptom
symptom_id_598,右下肾结石,symptom
symptom_id_599,右下腹压痛,symptom
symptom_id_600,右下腹无压痛,symptom
symptom_id_601,右下腹痛,symptom
symptom_id_602,右乳红肿,symptom
symptom_id_603,右侧偏瘫,symptom
symptom_id_604,右侧四肢无力,symptom
symptom_id_605,右侧头痛,symptom
symptom_id_606,右侧胸痛,symptom
symptom_id_607,右侧腹部隆起,symptom
symptom_id_608,右半身麻木,symptom
symptom_id_609,右少腹痛,symptom
symptom_id_610,右眼赤筋贯睛,symptom
symptom_id_611,右肋叩击痛,symptom
symptom_id_612,右肋间隙,symptom
symptom_id_613,右肋阵发性绞痛,symptom
symptom_id_614,右肩凝,symptom
symptom_id_615,右肺常感不适,symptom
symptom_id_616,右肺底湿啰音,symptom
symptom_id_617,右肾区叩击痛,symptom
symptom_id_618,右胁下抵抗感,symptom
symptom_id_619,右胁下痛,symptom
symptom_id_620,右胁下硬块,symptom
symptom_id_621,右胁下硬满,symptom
symptom_id_622,右胁徵块,symptom
symptom_id_623,右胁气胀不适,symptom
symptom_id_624,右胁疼痛,symptom
symptom_id_625,右胁痛,symptom
symptom_id_626,右胁肿块小,symptom
symptom_id_627,右胁胀痛,symptom
symptom_id_628,右胸痛,symptom
symptom_id_629,右胸饮水不消,symptom
symptom_id_630,右脘痛,symptom
symptom_id_631,右脘腹胆区,symptom
symptom_id_632,右腰急剧疼痛,symptom
symptom_id_633,右腹痛,symptom
symptom_id_634,右膝痉挛,symptom
symptom_id_635,右臂痛,symptom
symptom_id_636,右足畸形,symptom
symptom_id_637,叹息,symptom
symptom_id_638,后背疼,symptom
symptom_id_639,后胸胁痛,symptom
symptom_id_640,后脑痛,symptom
symptom_id_641,吐,symptom
symptom_id_642,吐乳,symptom
symptom_id_643,吐出风沫痰涎,symptom
symptom_id_644,吐口水,symptom
symptom_id_645,吐字模糊,symptom
symptom_id_646,吐水,symptom
symptom_id_647,吐水身痛,symptom
symptom_id_648,吐泡沫痰,symptom
symptom_id_649,吐泻,symptom
symptom_id_650,吐泻转筋,symptom
symptom_id_651,吐涎,symptom
symptom_id_652,吐涎沫,symptom
symptom_id_653,吐清水,symptom
symptom_id_654,吐清涎,symptom
symptom_id_655,吐清涎多,symptom
symptom_id_656,吐清涎白沫,symptom
symptom_id_657,吐痰,symptom
symptom_id_658,吐痰涎,symptom
symptom_id_659,吐脓,symptom
symptom_id_660,吐脓血痰,symptom
symptom_id_661,吐苦水,symptom
symptom_id_662,吐蛔,symptom
symptom_id_663,吐血,symptom
symptom_id_664,吐血咯血,symptom
symptom_id_665,吐血尿血,symptom
symptom_id_666,吐血暗红,symptom
symptom_id_667,吐血衄血,symptom
symptom_id_668,吐衄,symptom
symptom_id_669,吐衄便血,symptom
symptom_id_670,吐衄崩漏,symptom
symptom_id_671,吐逆,symptom
symptom_id_672,吐酸,symptom
symptom_id_673,吐酸水,symptom
symptom_id_674,吐食,symptom
symptom_id_675,吞口水,symptom
symptom_id_676,吞咽不利,symptom
symptom_id_677,吞咽困难,symptom
symptom_id_678,吞咽痛剧,symptom
symptom_id_679,吞咽紧束感,symptom
symptom_id_680,吞咽顺利,symptom
symptom_id_681,吞酸,symptom
symptom_id_682,听力下降,symptom
symptom_id_683,听力丧失,symptom
symptom_id_684,听力减退,symptom
symptom_id_685,听力障碍,symptom
symptom_id_686,呃逆,symptom
symptom_id_687,呆滞,symptom
symptom_id_688,呕吐,symptom
symptom_id_689,呕吐不食,symptom
symptom_id_690,呕吐反胃,symptom
symptom_id_691,呕吐吞酸,symptom
symptom_id_692,呕吐呃逆,symptom
symptom_id_693,呕吐噫气,symptom
symptom_id_694,呕吐止,symptom
symptom_id_695,呕吐泄泻,symptom
symptom_id_696,呕吐泻痢,symptom
symptom_id_697,呕吐淤血,symptom
symptom_id_698,呕吐清水,symptom
symptom_id_699,呕吐症,symptom
symptom_id_700,呕哕,symptom
symptom_id_701,呕恶,symptom
symptom_id_702,呕恶不平,symptom
symptom_id_703,呕恶不思饮食,symptom
symptom_id_704,呕蛔,symptom
symptom_id_705,呕血,symptom
symptom_id_706,呕血量多,symptom
symptom_id_707,呕逆,symptom
symptom_id_708,呕青水,symptom
symptom_id_709,周身乏力,symptom
symptom_id_710,周身沉重,symptom
symptom_id_711,周身紫斑,symptom
symptom_id_712,周身酸楚,symptom
symptom_id_713,周身黄染,symptom
symptom_id_714,味觉下降,symptom
symptom_id_715,呼之不应,symptom
symptom_id_716,呼吸不全,symptom
symptom_id_717,呼吸不利,symptom
symptom_id_718,呼吸不畅,symptom
symptom_id_719,呼吸中断,symptom
symptom_id_720,呼吸困难,symptom
symptom_id_721,呼吸平稳,symptom
symptom_id_722,呼吸微弱,symptom
symptom_id_723,呼吸急促,symptom
symptom_id_724,呼吸无力,symptom
symptom_id_725,呼吸气粗,symptom
symptom_id_726,呼吸短促,symptom
symptom_id_727,呼吸紧束感,symptom
symptom_id_728,呼吸舒畅,symptom
symptom_id_729,呼吸迫促,symptom
symptom_id_730,呼吸音低,symptom
symptom_id_731,呼吸音重,symptom
symptom_id_732,命门火衰,symptom
symptom_id_733,咬甲癖,symptom
symptom_id_734,咯吐不出,symptom
symptom_id_735,咯痰,symptom
symptom_id_736,咯痰黄稠,symptom
symptom_id_737,咯血,symptom
symptom_id_738,咳吐困难,symptom
symptom_id_739,咳吐泡沫痰,symptom
symptom_id_740,咳喘,symptom
symptom_id_741,咳喘痰血,symptom
symptom_id_742,咳嗽,symptom
symptom_id_743,咳嗽困难,symptom
symptom_id_744,咳嗽宣通,symptom
symptom_id_745,咳嗽痰多,symptom
symptom_id_746,咳嗽痰浓,symptom
symptom_id_747,咳嗽虚喘,symptom
symptom_id_748,咳痰,symptom
symptom_id_749,咳痰不爽,symptom
symptom_id_750,咳痰未全愈,symptom
symptom_id_751,咳痰稀,symptom
symptom_id_752,咳痰稠粘,symptom
symptom_id_753,咳痰腥臭,symptom
symptom_id_754,咳脓痰,symptom
